Year;Canton;"Total - Durchschnittl.
2016;Aargau;  14,8 ;  0,2 ;  16,4 ;  1,4 ;  16,3 ;  0,5 ;  15,1 ;  0,2 ;  14,4 ;  0,2 ;  13,8 ;  0,4 ;  15,0 ;  2,7 
2016;Thurgau;  13,0 ;  0,1 ;  14,0 ;  1,7 ;  13,9 ;  0,6 ;  13,6 ;  0,2 ;  12,7 ;  0,2 ;  11,9 ;  0,4 ;  11,8 ;  0,8 
2016;Tessin;  13,4 ;  0,2 ;  11,8 ;  0,8 ;  13,2 ;  0,4 ;  13,4 ;  0,2 ;  13,6 ;  0,2 ;  14,1 ;  0,8 ;  15,5 ;  1,7 
2016;Waadt;  17,0 ;  0,1 ;  21,1 ;  0,7 ;  18,4 ;  0,3 ;  16,6 ;  0,2 ;  16,2 ;  0,2 ;  16,3 ;  0,4 ;  17,6 ;  0,9 
2016;Wallis;  13,2 ;  0,3 ;  16,0 ;  1,5 ;  14,3 ;  1,3 ;  13,5 ;  0,4 ;  12,4 ;  0,3 ;  12,0 ;  0,6 ;  (13,6) ;  (2,2) 
2016;Neuenburg;  12,0 ;  0,2 ;  11,6 ;  1,1 ;  12,5 ;  0,4 ;  11,7 ;  0,2 ;  12,2 ;  0,2 ;  11,9 ;  0,5 ;  14,4 ;  1,6 
2016;Genf;  18,6 ;  0,2 ;  18,6 ;  1,1 ;  18,6 ;  0,5 ;  18,4 ;  0,3 ;  17,9 ;  0,3 ;  18,9 ;  0,5 ;  22,2 ;  1,4 
2016;Jura;  10,9 ;  0,4 ;  (8,8) ;  (2,6) ;  10,4 ;  1,3 ;  11,7 ;  0,8 ;  10,5 ;  0,6 ;  11,0 ;  1,1 ;  (9,6) ;  (2,2) 
2015;Schweiz;  15,6 ;0,0 ;  17,6 ;  0,3 ;  16,8 ;  0,1 ;  15,7 ;  0,1 ;  15,1 ;  0,1 ;  15,0 ;  0,1 ;  16,3 ;  0,4 
2015;Zürich;  18,2 ;  0,1 ;  21,8 ;  0,8 ;  20,1 ;  0,3 ;  18,3 ;  0,2 ;  17,4 ;  0,2 ;  17,3 ;  0,3 ;  18,6 ;  0,9 
2015;Bern;  14,1 ;  0,1 ;  14,8 ;  1,0 ;  15,2 ;  0,3 ;  14,3 ;  0,2 ;  13,8 ;  0,2 ;  13,1 ;  0,3 ;  13,7 ;  0,7 
2015;Luzern;  14,9 ;  0,1 ;  18,2 ;  1,2 ;  16,5 ;  0,5 ;  15,2 ;  0,2 ;  14,3 ;  0,2 ;  14,1 ;  0,3 ;  14,4 ;  0,9 
2015;Uri;  13,1 ;  0,5 ;  (14,3) ;  (3,9) ;  (15,7) ;  (2,3) ;  12,7 ;  1,0 ;  12,8 ;  0,8 ;  (12,9) ;  (1,0) ;  (11,6) ;  (2,1) 
2015;Schwyz;  16,5 ;  0,3 ;  (14,3) ;  (3,4) ;  16,8 ;  1,2 ;  16,6 ;  0,6 ;  16,5 ;  0,5 ;  16,3 ;  1,0 ;  (16,3) ;  (2,8) 
2015;Obwalden;  13,2 ;  0,6 ;  (7,1) ;  (3,0) ;  (15,0) ;  (1,7) ;  13,0 ;  1,2 ;  13,4 ;  0,8 ;  (12,4) ;  (1,5) ;  (13,0) ;  (2,1) 
2015;Nidwalden;  15,3 ;  0,5 ;  (12,8) ;  (6,8) ;  17,9 ;  1,7 ;  15,3 ;  0,9 ;  14,8 ;  0,6 ;  15,4 ;  1,1 ;  (14,5) ;  (3,5) 
2015;Glarus;  11,6 ;  0,5 ;X;*;  (11,8) ;  (1,1) ;  11,8 ;  1,1 ;  11,8 ;  0,7 ;  (10,7) ;  (1,4) ;  (9,5) ;  (2,2) 
2015;Zug;  19,3 ;  0,3 ;  22,6 ;  2,3 ;  21,1 ;  1,1 ;  19,5 ;  0,5 ;  18,6 ;  0,3 ;  18,9 ;  0,7 ;  19,4 ;  2,2 
2015;Freiburg;  14,1 ;  0,2 ;  16,1 ;  1,6 ;  15,2 ;  0,7 ;  14,2 ;  0,3 ;  13,5 ;  0,3 ;  13,4 ;  0,8 ;  13,6 ;  1,9 
2015;Solothurn;  13,2 ;  0,2 ;  14,6 ;  1,7 ;  14,3 ;  0,6 ;  13,4 ;  0,3 ;  12,8 ;  0,3 ;  12,4 ;  0,8 ;  (12,8) ;  (1,2) 
2015;Basel-Stadt;  16,9 ;  0,2 ;  18,4 ;  1,3 ;  17,8 ;  0,5 ;  16,4 ;  0,3 ;  16,5 ;  0,4 ;  17,1 ;  1,1 ;  19,8 ;  2,3 
2015;Basel-Landschaft;  16,0 ;  0,2 ;  14,8 ;  2,2 ;  16,9 ;  0,7 ;  16,3 ;  0,3 ;  15,7 ;  0,3 ;  14,9 ;  0,8 ;  (19,5) ;  (5,9) 
2015;Schaffhausen;  13,1 ;  0,3 ;  (12,1) ;  (2,6) ;  15,4 ;  1,0 ;  13,1 ;  0,6 ;  12,3 ;  0,5 ;  13,1 ;  1,2 ;  (14,1) ;  (2,7) 
2015;Appenzell A.Rh.;  12,6 ;  0,5 ;  (11,6) ;  (3,9) ;  13,4 ;  1,3 ;  13,0 ;  0,8 ;  13,1 ;  0,7 ;  11,1 ;  1,0 ;  (10,7) ;  (2,2) 
2015;Appenzell I.Rh.;  13,3 ;  0,9 ;X;*;  (15,5) ;  (4,0) ;  (12,9) ;  (1,8) ;  (13,7) ;  (1,1) ;  (12,9) ;  (1,8) ;  (11,9) ;  (2,6) 
2015;St.Gallen;  13,6 ;  0,2 ;  14,1 ;  1,7 ;  14,7 ;  0,5 ;  14,0 ;  0,3 ;  13,4 ;  0,2 ;  12,6 ;  0,4 ;  13,2 ;  1,1 
2015;Graubünden;  14,9 ;  0,3 ;  19,3 ;  2,9 ;  16,5 ;  1,1 ;  15,2 ;  0,6 ;  14,3 ;  0,4 ;  13,2 ;  0,9 ;  (13,1) ;  (1,9) 
2015;Aargau;  14,7 ;  0,1 ;  15,7 ;  1,5 ;  16,7 ;  0,5 ;  15,0 ;  0,2 ;  14,3 ;  0,2 ;  13,9 ;  0,4 ;  13,4 ;  1,1 
2015;Thurgau;  12,9 ;  0,1 ;  14,0 ;  1,7 ;  13,9 ;  0,5 ;  13,3 ;  0,3 ;  12,6 ;  0,2 ;  12,0 ;  0,4 ;  12,0 ;  0,7 
2015;Tessin;  13,3 ;  0,2 ;  11,1 ;  0,9 ;  12,9 ;  0,4 ;  13,3 ;  0,3 ;  13,6 ;  0,3 ;  13,9 ;  0,6 ;  17,3 ;  1,9 
2015;Waadt;  16,7 ;  0,1 ;  20,2 ;  0,8 ;  17,7 ;  0,3 ;  16,3 ;  0,2 ;  16,0 ;  0,2 ;  15,9 ;  0,4 ;  17,5 ;  1,3 
2015;Wallis;  13,1 ;  0,2 ;  14,1 ;  1,7 ;  14,2 ;  0,7 ;  13,3 ;  0,4 ;  12,5 ;  0,3 ;  12,4 ;  0,6 ;  (12,5) ;  (1,6) 
2015;Neuenburg;  11,8 ;  0,2 ;  13,1 ;  1,7 ;  12,1 ;  0,5 ;  11,5 ;  0,2 ;  11,7 ;  0,3 ;  12,4 ;  0,5 ;  12,7 ;  1,4 
2015;Genf;  18,5 ;  0,2 ;  19,5 ;  1,1 ;  17,9 ;  0,4 ;  18,1 ;  0,3 ;  18,3 ;  0,3 ;  18,4 ;  0,5 ;  22,1 ;  1,2 
2015;Jura;  10,7 ;  0,5 ;  (7,9) ;  (2,7) ;  11,0 ;  1,3 ;  10,6 ;  0,8 ;  11,0 ;  0,7 ;  (11,0) ;  (1,6) ;  (9,4) ;  (1,8) 
2014;Schweiz;  16,2 ;0,0 ;  18,0 ;  0,4 ;  17,2 ;  0,1 ;  16,3 ;  0,1 ;  15,7 ;  0,1 ;  15,6 ;  0,1 ;  16,6 ;  0,4 
2014;Zürich;  18,7 ;  0,1 ;  21,6 ;  1,0 ;  20,2 ;  0,3 ;  18,8 ;  0,2 ;  17,9 ;  0,2 ;  17,8 ;  0,4 ;  19,5 ;  1,0 
2014;Bern;  14,7 ;  0,1 ;  14,9 ;  1,0 ;  15,7 ;  0,3 ;  15,0 ;  0,2 ;  14,4 ;  0,2 ;  14,0 ;  0,3 ;  14,0 ;  1,0 
2014;Luzern;  15,2 ;  0,1 ;  18,3 ;  1,3 ;  16,8 ;  0,5 ;  15,6 ;  0,2 ;  14,6 ;  0,2 ;  14,6 ;  0,4 ;  14,2 ;  0,8 
2014;Uri;  13,4 ;  0,6 ;  (17,6) ;  (5,4) ;  (15,3) ;  (2,4) ;  13,6 ;  1,0 ;  12,9 ;  0,8 ;  (12,6) ;  (1,3) ;  (14,1) ;  (4,2) 
2014;Schwyz;  16,7 ;  0,4 ;  (15,6) ;  (4,6) ;  17,8 ;  1,1 ;  17,4 ;  0,8 ;  16,2 ;  0,5 ;  15,9 ;  0,8 ;  17,4 ;  2,8 
2014;Obwalden;  14,0 ;  0,6 ;  (15,1) ;  (4,5) ;  (14,0) ;  (1,6) ;  14,6 ;  1,2 ;  13,7 ;  0,9 ;  (13,2) ;  (1,6) ;  (16,2) ;  (6,5) 
2014;Nidwalden;  16,3 ;  0,5 ;  (17,6) ;  (4,1) ;  17,5 ;  1,4 ;  16,8 ;  0,9 ;  15,8 ;  0,7 ;  15,8 ;  1,3 ;  (16,0) ;  (2,8) 
2014;Glarus;  12,9 ;  0,7 ;  (15,2) ;  (2,7) ;  (14,6) ;  (1,2) ;  12,9 ;  1,2 ;  13,1 ;  1,3 ;  (12,6) ;  (1,8) ;  (10,4) ;  (2,2) 
2014;Zug;  19,8 ;  0,3 ;  22,0 ;  2,7 ;  21,3 ;  1,2 ;  19,9 ;  0,4 ;  19,2 ;  0,3 ;  19,2 ;  0,8 ;  21,3 ;  2,5 
2014;Freiburg;  14,9 ;  0,2 ;  17,8 ;  1,8 ;  16,4 ;  0,8 ;  15,2 ;  0,3 ;  14,4 ;  0,3 ;  13,8 ;  0,8 ;  14,4 ;  1,6 
2014;Solothurn;  13,7 ;  0,2 ;  15,6 ;  1,9 ;  14,0 ;  0,7 ;  14,0 ;  0,3 ;  13,7 ;  0,3 ;  12,6 ;  0,5 ;  13,3 ;  2,1 
2014;Basel-Stadt;  17,4 ;  0,3 ;  19,5 ;  1,3 ;  17,6 ;  0,4 ;  16,8 ;  0,3 ;  17,5 ;  0,4 ;  18,2 ;  1,4 ;  (19,6) ;  (5,1) 
2014;Basel-Landschaft;  16,7 ;  0,2 ;  14,4 ;  2,3 ;  17,2 ;  0,7 ;  17,0 ;  0,3 ;  16,5 ;  0,3 ;  16,3 ;  1,0 ;  18,0 ;  2,4 
2014;Schaffhausen;  13,8 ;  0,4 ;  (14,1) ;  (3,6) ;  15,0 ;  0,9 ;  14,2 ;  0,5 ;  13,1 ;  0,5 ;  14,1 ;  1,0 ;  (13,4) ;  (4,3) 
2014;Appenzell A.Rh.;  13,3 ;  0,5 ;  (19,0) ;  (4,6) ;  15,0 ;  1,5 ;  13,1 ;  1,0 ;  13,0 ;  0,8 ;  13,5 ;  1,8 ;  (12,1) ;  (2,1) 
2014;Appenzell I.Rh.;  13,7 ;  1,1 ;X;*;  (14,4) ;  (5,4) ;  (14,1) ;  (2,3) ;  (13,1) ;  (1,5) ;  (13,5) ;  (1,8) ;  (13,1) ;  (2,1) 
2014;St.Gallen;  14,2 ;  0,2 ;  15,7 ;  1,8 ;  14,5 ;  0,6 ;  15,0 ;  0,3 ;  13,9 ;  0,2 ;  13,5 ;  0,4 ;  12,9 ;  0,8 
2014;Graubünden;  15,5 ;  0,3 ;  17,2 ;  3,1 ;  17,1 ;  1,1 ;  15,4 ;  0,6 ;  15,2 ;  0,4 ;  13,9 ;  1,0 ;  (15,2) ;  (1,9) 
2014;Aargau;  15,2 ;  0,1 ;  16,6 ;  1,1 ;  16,5 ;  0,4 ;  15,5 ;  0,2 ;  14,9 ;  0,2 ;  14,2 ;  0,3 ;  13,7 ;  0,8 
2014;Thurgau;  13,5 ;  0,2 ;  16,2 ;  2,2 ;  14,8 ;  0,6 ;  13,8 ;  0,3 ;  13,3 ;  0,3 ;  12,4 ;  0,6 ;  12,0 ;  0,9 
2014;Tessin;  13,8 ;  0,2 ;  11,9 ;  0,9 ;  13,5 ;  0,4 ;  13,9 ;  0,2 ;  13,9 ;  0,3 ;  14,2 ;  0,7 ;  16,9 ;  1,8 
2014;Waadt;  17,3 ;  0,1 ;  20,4 ;  0,7 ;  18,0 ;  0,3 ;  17,2 ;  0,2 ;  16,4 ;  0,2 ;  16,6 ;  0,4 ;  19,7 ;  1,1 
2014;Wallis;  13,9 ;  0,3 ;  15,5 ;  1,7 ;  14,0 ;  0,9 ;  14,3 ;  0,4 ;  13,5 ;  0,4 ;  13,1 ;  0,9 ;  (15,9) ;  (4,1) 
2014;Neuenburg;  12,7 ;  0,2 ;  12,2 ;  1,8 ;  12,9 ;  0,4 ;  12,5 ;  0,2 ;  12,7 ;  0,3 ;  13,1 ;  0,6 ;  14,5 ;  1,4 
2014;Genf;  19,0 ;  0,2 ;  19,0 ;  1,0 ;  18,3 ;  0,5 ;  18,7 ;  0,3 ;  19,1 ;  0,3 ;  19,0 ;  0,5 ;  22,9 ;  1,3 
2014;Jura;  11,6 ;  0,3 ;  (10,9) ;  (2,1) ;  12,8 ;  1,3 ;  11,8 ;  0,5 ;  11,6 ;  0,5 ;  10,8 ;  0,9 ;  (9,7) ;  (1,6) 
2013;Schweiz;  16,0 ;0,0 ;  17,6 ;  0,4 ;  17,2 ;  0,1 ;  16,1 ;  0,1 ;  15,5 ;  0,1 ;  15,5 ;  0,1 ;  16,7 ;  0,4 
2013;Zürich;  18,7 ;  0,1 ;  21,8 ;  1,0 ;  20,1 ;  0,3 ;  18,8 ;  0,2 ;  17,9 ;  0,2 ;  17,9 ;  0,4 ;  19,4 ;  0,9 
2013;Bern;  14,6 ;  0,1 ;  15,4 ;  1,0 ;  15,5 ;  0,3 ;  14,6 ;  0,2 ;  14,3 ;  0,2 ;  14,0 ;  0,4 ;  14,5 ;  1,0 
2013;Luzern;  15,2 ;  0,1 ;  18,1 ;  1,3 ;  17,0 ;  0,5 ;  15,5 ;  0,2 ;  14,5 ;  0,2 ;  14,4 ;  0,4 ;  14,8 ;  0,9 
2013;Uri;  13,2 ;  0,6 ;  (15,9) ;  (4,0) ;  (14,7) ;  (2,2) ;  14,6 ;  1,4 ;  12,6 ;  0,7 ;  (12,3) ;  (1,6) ;  (11,2) ;  (2,0) 
2013;Schwyz;  16,7 ;  0,4 ;  (14,8) ;  (4,5) ;  16,9 ;  1,3 ;  16,9 ;  0,7 ;  16,3 ;  0,5 ;  16,5 ;  1,2 ;  (19,5) ;  (2,2) 
2013;Obwalden;  14,3 ;  0,7 ;  (17,8) ;  (3,1) ;  (15,8) ;  (3,1) ;  15,4 ;  1,4 ;  13,3 ;  0,9 ;  (15,0) ;  (1,4) ;  (11,0) ;  (3,0) 
2013;Nidwalden;  16,0 ;  0,5 ;  (18,8) ;  (5,5) ;  (15,9) ;  (1,6) ;  16,4 ;  1,0 ;  15,6 ;  0,8 ;  16,7 ;  1,6 ;  (14,1) ;  (2,9) 
2013;Glarus;  12,0 ;  0,7 ;  (11,5) ;  (3,7) ;  (11,3) ;  (2,6) ;  13,1 ;  0,9 ;  12,5 ;  0,9 ;  (9,2) ;  (1,4) ;  (11,9) ;  (4,0) 
2013;Zug;  19,2 ;  0,3 ;  22,8 ;  2,4 ;  21,1 ;  1,0 ;  19,1 ;  0,5 ;  18,6 ;  0,4 ;  18,5 ;  0,9 ;  21,2 ;  1,9 
2013;Freiburg;  14,5 ;  0,2 ;  16,8 ;  2,4 ;  16,0 ;  0,7 ;  14,6 ;  0,4 ;  13,9 ;  0,3 ;  13,6 ;  0,7 ;  14,5 ;  1,2 
2013;Solothurn;  13,6 ;  0,2 ;  15,0 ;  1,7 ;  14,5 ;  0,7 ;  13,6 ;  0,4 ;  13,3 ;  0,3 ;  13,4 ;  0,7 ;  13,4 ;  1,5 
2013;Basel-Stadt;  17,0 ;  0,2 ;  17,9 ;  1,1 ;  17,4 ;  0,4 ;  16,7 ;  0,3 ;  16,8 ;  0,4 ;  17,6 ;  1,0 ;  19,2 ;  3,3 
2013;Basel-Landschaft;  16,5 ;  0,2 ;  14,5 ;  1,8 ;  17,6 ;  0,7 ;  16,5 ;  0,3 ;  16,2 ;  0,3 ;  16,7 ;  0,9 ;  17,3 ;  2,4 
2013;Schaffhausen;  13,5 ;  0,4 ;  (18,3) ;  (3,9) ;  15,9 ;  1,3 ;  13,3 ;  0,6 ;  13,1 ;  0,6 ;  13,9 ;  1,5 ;  (12,0) ;  (1,5) 
2013;Appenzell A.Rh.;  13,2 ;  0,5 ;  (13,5) ;  (4,2) ;  15,1 ;  1,7 ;  12,9 ;  1,1 ;  13,5 ;  0,7 ;  12,5 ;  1,2 ;  (11,2) ;  (2,8) 
2013;Appenzell I.Rh.;  13,3 ;  1,2 ;  (14,3) ;  (3,7) ;  (16,6) ;  (2,7) ;  (13,7) ;  (2,4) ;  (13,8) ;  (2,1) ;  (11,2) ;  (2,3) ;  (11,0) ;  (2,7) 
2013;St.Gallen;  13,9 ;  0,2 ;  13,6 ;  1,9 ;  15,1 ;  0,5 ;  14,4 ;  0,3 ;  13,5 ;  0,2 ;  13,4 ;  0,4 ;  13,3 ;  0,7 
2013;Graubünden;  15,3 ;  0,3 ;  15,2 ;  3,0 ;  17,5 ;  1,3 ;  16,1 ;  0,6 ;  14,7 ;  0,4 ;  13,7 ;  0,8 ;  12,9 ;  2,1 
2013;Aargau;  15,0 ;  0,1 ;  15,7 ;  1,0 ;  16,1 ;  0,4 ;  15,5 ;  0,2 ;  14,6 ;  0,1 ;  13,8 ;  0,3 ;  14,7 ;  0,7 
2013;Thurgau;  13,2 ;  0,2 ;  14,9 ;  2,8 ;  14,8 ;  0,7 ;  13,5 ;  0,4 ;  13,0 ;  0,3 ;  12,4 ;  0,6 ;  12,1 ;  1,0 
2013;Tessin;  13,6 ;  0,2 ;  10,9 ;  0,8 ;  13,2 ;  0,4 ;  13,7 ;  0,3 ;  13,8 ;  0,3 ;  15,1 ;  0,8 ;  13,9 ;  1,5 
2013;Waadt;  16,9 ;  0,1 ;  19,9 ;  0,7 ;  17,9 ;  0,3 ;  16,6 ;  0,2 ;  16,3 ;  0,2 ;  16,3 ;  0,4 ;  17,9 ;  1,1 
2013;Wallis;  13,6 ;  0,3 ;  14,3 ;  1,8 ;  14,8 ;  0,7 ;  13,7 ;  0,4 ;  13,0 ;  0,4 ;  12,8 ;  0,7 ;  (13,5) ;  (1,6) 
2013;Neuenburg;  12,6 ;  0,2 ;  12,5 ;  1,2 ;  12,9 ;  0,5 ;  12,3 ;  0,3 ;  12,7 ;  0,3 ;  12,3 ;  0,5 ;  14,4 ;  1,6 
2013;Genf;  19,1 ;  0,2 ;  18,3 ;  0,9 ;  19,2 ;  0,4 ;  18,7 ;  0,3 ;  18,6 ;  0,3 ;  19,1 ;  0,5 ;  25,1 ;  2,0 
2013;Jura;  11,3 ;  0,3 ;  (9,4) ;  (2,8) ;  11,3 ;  0,9 ;  11,6 ;  0,5 ;  11,4 ;  0,5 ;  10,6 ;  1,0 ;  (11,4) ;  (2,2) 
2012;Schweiz;  15,9 ;0,0 ;  18,3 ;  0,4 ;  17,3 ;  0,1 ;  16,0 ;  0,1 ;  15,4 ;  0,1 ;  15,1 ;  0,1 ;  15,9 ;  0,4 
2012;Zürich;  18,5 ;  0,1 ;  21,6 ;  1,1 ;  20,3 ;  0,4 ;  18,5 ;  0,2 ;  17,8 ;  0,2 ;  17,7 ;  0,4 ;  18,6 ;  1,1 
2012;Bern;  14,7 ;  0,1 ;  17,5 ;  1,4 ;  15,5 ;  0,4 ;  15,0 ;  0,2 ;  14,3 ;  0,2 ;  13,9 ;  0,4 ;  14,2 ;  0,9 
2012;Luzern;  15,0 ;  0,1 ;  19,3 ;  1,3 ;  16,9 ;  0,6 ;  15,4 ;  0,2 ;  14,3 ;  0,2 ;  14,3 ;  0,4 ;  13,9 ;  1,0 
2012;Uri;  12,9 ;  0,6 ;X;*;  (14,9) ;  (2,7) ;  12,9 ;  1,4 ;  12,8 ;  0,7 ;  (12,2) ;  (1,0) ;  (12,9) ;  (3,4) 
2012;Schwyz;  16,8 ;  0,4 ;  (17,4) ;  (2,8) ;  18,5 ;  1,3 ;  16,9 ;  0,9 ;  16,4 ;  0,6 ;  16,4 ;  1,2 ;  (17,2) ;  (2,6) 
2012;Obwalden;  14,2 ;  0,7 ;X;*;  (16,0) ;  (2,1) ;  14,4 ;  1,3 ;  13,9 ;  1,0 ;  (13,1) ;  (2,3) ;  (13,0) ;  (4,4) 
2012;Nidwalden;  15,8 ;  0,6 ;  (26,5) ;  (6,0) ;  (18,8) ;  (2,7) ;  15,8 ;  1,0 ;  15,0 ;  0,7 ;  (15,6) ;  (1,6) ;  (14,2) ;  (5,4) 
2012;Glarus;  12,3 ;  0,5 ;  (14,3) ;  (2,3) ;  (12,9) ;  (2,4) ;  12,4 ;  0,9 ;  12,4 ;  0,8 ;  (11,9) ;  (1,2) ;  (12,0) ;  (2,9) 
2012;Zug;  19,4 ;  0,3 ;  21,0 ;  2,9 ;  21,6 ;  1,3 ;  19,6 ;  0,5 ;  18,6 ;  0,4 ;  19,1 ;  0,8 ;  (22,6) ;  (3,2) 
2012;Freiburg;  14,4 ;  0,2 ;  17,1 ;  2,3 ;  16,1 ;  0,8 ;  14,6 ;  0,4 ;  13,8 ;  0,3 ;  12,8 ;  0,8 ;  (13,1) ;  (1,8) 
2012;Solothurn;  13,5 ;  0,2 ;  (15,5) ;  (2,9) ;  14,8 ;  0,8 ;  13,5 ;  0,4 ;  13,4 ;  0,3 ;  12,5 ;  0,6 ;  (11,9) ;  (1,6) 
2012;Basel-Stadt;  16,9 ;  0,2 ;  19,1 ;  1,6 ;  17,5 ;  0,5 ;  16,6 ;  0,3 ;  16,7 ;  0,5 ;  16,5 ;  1,1 ;  (18,3) ;  (2,2) 
2012;Basel-Landschaft;  16,7 ;  0,2 ;  (14,5) ;  (2,3) ;  17,7 ;  0,7 ;  16,9 ;  0,3 ;  16,5 ;  0,4 ;  16,4 ;  1,0 ;  (16,9) ;  (2,6) 
2012;Schaffhausen;  12,9 ;  0,4 ;  (15,4) ;  (2,4) ;  14,9 ;  1,5 ;  13,0 ;  0,7 ;  12,7 ;  0,6 ;  11,6 ;  1,4 ;  (11,5) ;  (2,5) 
2012;Appenzell A.Rh.;  13,0 ;  0,6 ;  (15,0) ;  (8,0) ;  (14,9) ;  (2,3) ;  12,9 ;  1,2 ;  13,1 ;  0,8 ;  11,2 ;  1,7 ;  (13,7) ;  (2,0) 
2012;Appenzell I.Rh.;  13,9 ;  1,3 ;X;*;  (11,6) ;  (6,6) ;  (13,9) ;  (2,2) ;  (14,1) ;  (2,2) ;  (14,9) ;  (1,8) ;  (13,1) ;  (5,3) 
2012;St.Gallen;  13,9 ;  0,2 ;  16,5 ;  2,3 ;  14,9 ;  0,7 ;  14,2 ;  0,3 ;  13,7 ;  0,2 ;  13,4 ;  0,4 ;  12,3 ;  1,1 
2012;Graubünden;  15,3 ;  0,4 ;  17,1 ;  3,1 ;  17,5 ;  1,3 ;  16,0 ;  0,7 ;  14,9 ;  0,5 ;  12,5 ;  0,9 ;  (13,8) ;  (3,0) 
2012;Aargau;  14,9 ;  0,1 ;  17,8 ;  1,2 ;  16,5 ;  0,4 ;  15,2 ;  0,2 ;  14,6 ;  0,1 ;  13,6 ;  0,3 ;  12,9 ;  0,7 
2012;Thurgau;  13,2 ;  0,2 ;  13,5 ;  1,6 ;  14,7 ;  0,5 ;  13,7 ;  0,3 ;  13,0 ;  0,2 ;  12,4 ;  0,4 ;  11,2 ;  0,7 
2012;Tessin;  13,4 ;  0,2 ;  11,9 ;  1,0 ;  13,4 ;  0,5 ;  13,4 ;  0,3 ;  13,4 ;  0,3 ;  13,9 ;  0,7 ;  15,6 ;  2,3 
2012;Waadt;  16,8 ;  0,1 ;  20,6 ;  0,7 ;  17,8 ;  0,3 ;  16,6 ;  0,2 ;  16,2 ;  0,2 ;  16,0 ;  0,4 ;  17,7 ;  1,2 
2012;Wallis;  13,7 ;  0,3 ;  15,6 ;  2,4 ;  15,8 ;  0,9 ;  13,6 ;  0,5 ;  13,1 ;  0,4 ;  13,0 ;  1,0 ;  (12,8) ;  (2,6) 
2012;Neuenburg;  12,5 ;  0,2 ;  13,8 ;  1,4 ;  12,6 ;  0,6 ;  12,3 ;  0,3 ;  12,6 ;  0,3 ;  12,3 ;  0,6 ;  13,1 ;  1,8 
2012;Genf;  18,7 ;  0,2 ;  18,1 ;  1,1 ;  18,8 ;  0,5 ;  18,5 ;  0,3 ;  18,5 ;  0,3 ;  18,5 ;  0,5 ;  23,2 ;  1,4 
2012;Jura;  11,2 ;  0,4 ;  (9,9) ;  (4,5) ;  11,5 ;  1,8 ;  11,1 ;  0,6 ;  11,6 ;  0,6 ;  10,4 ;  1,0 ;  (11,0) ;  (2,0) 